DateOfOffence,Issue_Date,Location,Section_No,AreaName,Latitude,Longitude
29/06/2022 00:00,14/07/2022 00:00,Westmoreland Street,3.1,SOUTH EAST,53.3458207,-6.2591641
30/06/2022 00:00,14/07/2022 00:00,Westmoreland Street,3.1,SOUTH EAST,53.3458207,-6.2591641
30/06/2022 00:00,14/07/2022 00:00,Fitzwilliam Square South,3.1,SOUTH EAST,53.3350161,-6.2524055
30/06/2022 00:00,14/07/2022 00:00,Dame Lane,3.1,SOUTH EAST,53.3438789,-6.2637512
29/04/2022 00:00,15/07/2022 00:00,Liffey Boardwalk OPrmomd Quay Lower,3.1,CENTRAL,53.3460967,-6.2665531
25/03/2022 00:00,15/07/2022 00:00,Bring Centre Ballyfermot SC,3.1,SOUTH CENTRAL,53.3422507,-6.353559799999999
26/03/2022 00:00,15/07/2022 00:00,Bring Centre Ballyfermot SC,3.1,SOUTH CENTRAL,53.3422507,-6.353559799999999
26/03/2022 00:00,15/07/2022 00:00,Bring Centre Ballyfermot SC,3.1,SOUTH CENTRAL,53.3422507,-6.353559799999999
27/03/2022 00:00,15/07/2022 00:00,Bring Centre Ballyfermot SC,3.1,SOUTH CENTRAL,53.3422507,-6.353559799999999
27/03/2022 00:00,15/07/2022 00:00,Bring Centre Ballyfermot SC,3.1,SOUTH CENTRAL,53.3422507,-6.353559799999999
28/03/2022 00:00,15/07/2022 00:00,Bring Centre Ballyfermot SC,3.1,SOUTH CENTRAL,53.3422507,-6.353559799999999
28/03/2022 00:00,15/07/2022 00:00,Bring Centre Ballyfermot SC,3.1,SOUTH CENTRAL,53.3422507,-6.353559799999999
28/03/2022 00:00,15/07/2022 00:00,Bring Centre Ballyfermot SC,3.1,SOUTH CENTRAL,53.3422507,-6.353559799999999
26/03/2022 00:00,15/07/2022 00:00,Bring Centre Kylemore Park North,3.1,SOUTH CENTRAL,53.3355498,-6.3516223
27/03/2022 00:00,15/07/2022 00:00,Bring Centre Kylemore Park North,3.1,SOUTH CENTRAL,53.3355498,-6.3516223
26/03/2022 00:00,15/07/2022 00:00,Bring Centre Tonlegee Road,3.1,NORTH CENTRAL,53.3907807,-6.1833268
26/03/2022 00:00,15/07/2022 00:00,Bring Centre Tonlegee Road,3.1,NORTH CENTRAL,53.3907807,-6.1833268
26/03/2022 00:00,15/07/2022 00:00,Bring Centre Tonlegee Road,3.1,NORTH CENTRAL,53.3907807,-6.1833268
26/03/2022 00:00,15/07/2022 00:00,Bring Centre Tonlegee Road,3.1,NORTH CENTRAL,53.3907807,-6.1833268
27/03/2022 00:00,15/07/2022 00:00,Bring Centre Tonlegee Road,3.1,NORTH CENTRAL,53.3907807,-6.1833268
27/03/2022 00:00,15/07/2022 00:00,Bring Centre Tonlegee Road,3.1,NORTH CENTRAL,53.3907807,-6.1833268
27/03/2022 00:00,15/07/2022 00:00,Bring Centre Tonlegee Road,3.1,NORTH CENTRAL,53.3907807,-6.1833268
28/03/2022 00:00,15/07/2022 00:00,Bring Centre Tonlegee Road,3.1,NORTH CENTRAL,53.3907807,-6.1833268
28/03/2022 00:00,15/07/2022 00:00,Bring Centre Tonlegee Road,3.1,NORTH CENTRAL,53.3907807,-6.1833268
28/03/2022 00:00,15/07/2022 00:00,Bring Centre Tonlegee Road,3.1,NORTH CENTRAL,53.3907807,-6.1833268
29/03/2022 00:00,15/07/2022 00:00,Bring Centre Tonlegee road,3.1,NORTH CENTRAL,53.3907807,-6.1833268
29/03/2022 00:00,15/07/2022 00:00,Bring Centre Tonlegee Road,3.1,NORTH CENTRAL,53.3907807,-6.1833268
29/03/2022 00:00,15/07/2022 00:00,Bring Centre Tonlegee Road,3.1,NORTH CENTRAL,53.3907807,-6.1833268
25/03/2022 00:00,15/07/2022 00:00,Bring Cetre Ballyboggan Road,3.1,CENTRAL,53.3757932,-6.2977186
25/03/2022 00:00,15/07/2022 00:00,Bring Centre Ballyboggan RoaD,3.1,CENTRAL,53.3757932,-6.2977186
26/03/2022 00:00,15/07/2022 00:00,Bring Centre Ballyboggan Road,3.1,CENTRAL,53.3757932,-6.2977186
27/03/2022 00:00,15/07/2022 00:00,Bring Centre Ballyboggan Road,3.1,CENTRAL,53.3757932,-6.2977186
27/03/2022 00:00,15/07/2022 00:00,Bring Centre Ballyboggan RoaD,3.1,CENTRAL,53.3757932,-6.2977186
27/03/2022 00:00,15/07/2022 00:00,Bring Centre Ballyboggan Road,3.1,CENTRAL,53.3757932,-6.2977186
29/03/2022 00:00,15/07/2022 00:00,Bring Centre Ballyboggan Road,3.1,CENTRAL,53.3757932,-6.2977186
26/03/2022 00:00,15/07/2022 00:00,Bring Centre Ballymun Road,3.1,NORTH WEST,53.4058608,-6.2777923
26/03/2022 00:00,15/07/2022 00:00,Bring Centre Ballymun Road,3.1,NORTH WEST,53.4058608,-6.2777923
28/03/2022 00:00,15/07/2022 00:00,Bring Centre Ballymun Road,3.1,NORTH WEST,53.4058608,-6.2777923
30/03/2022 00:00,15/07/2022 00:00,Bring Centre Tonlegee Road,3.1,NORTH CENTRAL,53.3907807,-6.1833268
02/04/2022 00:00,15/07/2022 00:00,Bring Centre Ballyboggan Road,3.1,CENTRAL,53.3757932,-6.2977186
02/04/2022 00:00,15/07/2022 00:00,Bring Centre Ballyboggan Road,3.1,CENTRAL,53.3757932,-6.2977186
03/04/2022 00:00,15/07/2022 00:00,Bring Centre Ballyboggan Road,3.1,CENTRAL,53.3757932,-6.2977186
03/04/2022 00:00,15/07/2022 00:00,Bring Centre Ballyboggasn Road,3.1,CENTRAL,53.3757932,-6.2977186
04/04/2022 00:00,15/07/2022 00:00,Bring Centre Ballyboggan Road,3.1,CENTRAL,53.3757932,-6.2977186
19/06/2022 00:00,19/07/2022 00:00,Western Way,3.1,CENTRAL,53.3552608,-6.2708267
08/07/2022 00:00,19/07/2022 00:00,South Richmond Street,3.1,SOUTH EAST,53.3312704,-6.2645588
06/07/2022 00:00,19/07/2022 00:00,Tyrconnell Road,3.1,SOUTH CENTRAL,53.3372483,-6.3244177
05/07/2022 00:00,19/07/2022 00:00,Meath Street,3.1,SOUTH CENTRAL,53.341312,-6.2786353
05/07/2022 00:00,19/07/2022 00:00,South Circular Road,3.1,SOUTH CENTRAL,53.3350043,-6.2935482
28/06/2022 00:00,19/07/2022 00:00,The Coombe,3.1,SOUTH CENTRAL,53.3398008,-6.2769678
08/06/2022 00:00,19/07/2022 00:00,Cole lane,3.1,SOUTH CENTRAL,53.3746908,-6.2294823
09/06/2022 00:00,19/07/2022 00:00,Thomas Street,3.1,SOUTH CENTRAL,53.3430729,-6.2804465
13/06/2022 00:00,19/07/2022 00:00,Public Laneway off Colepark Road,3.1,SOUTH CENTRAL,53.3436509,-6.3536626
13/06/2022 00:00,19/07/2022 00:00,Meath Street,3.1,SOUTH CENTRAL,53.341312,-6.2786353
15/06/2022 00:00,19/07/2022 00:00,South Earl Street,3.1,SOUTH CENTRAL,53.341519,-6.2801836
14/06/2022 00:00,19/07/2022 00:00,Brabazon Square,3.1,SOUTH CENTRAL,53.3404416,-6.2801777
27/04/2022 00:00,19/07/2022 00:00,Meath Street,3.1,SOUTH CENTRAL,53.341312,-6.2786353
26/04/2022 00:00,19/07/2022 00:00,Thomas Street,3.1,SOUTH CENTRAL,53.3430729,-6.2804465
26/04/2022 00:00,19/07/2022 00:00,Thomas Street,3.1,SOUTH CENTRAL,53.3430729,-6.2804465
14/07/2022 00:00,19/07/2022 00:00,Gramby Row,3.1,CENTRAL,53.3539059,-6.266062
12/07/2022 00:00,19/07/2022 00:00,Blessington Street,3.1,CENTRAL,53.3566748,-6.2676094
12/07/2022 00:00,19/07/2022 00:00,Blessington Street,3.1,CENTRAL,53.3566748,-6.2676094
18/07/2022 00:00,18/07/2022 00:00,Blessington Street,3.1,CENTRAL,53.3566748,-6.2676094
15/07/2022 00:00,19/07/2022 00:00,Dorset Street,3.1,CENTRAL,53.3594057,-6.2616947
15/07/2022 00:00,19/07/2022 00:00,Blessington Street,3.1,CENTRAL,53.3566748,-6.2676094
18/07/2022 00:00,19/07/2022 00:00,Blessington Street,3.1,CENTRAL,53.3566748,-6.2676094
11/07/2022 00:00,19/07/2022 00:00,Berkley Street,3.1,CENTRAL,53.3573781,-6.268367
07/07/2022 00:00,19/07/2022 00:00,Summerhill Parade,3.1,CENTRAL,53.3576173,-6.2485728
08/07/2022 00:00,19/07/2022 00:00,Westmoreland Street,3.1,SOUTH EAST,53.3458207,-6.2591641
09/07/2022 00:00,19/07/2022 00:00,Dame Lane,3.1,SOUTH EAST,53.3438789,-6.2637512
10/07/2022 00:00,19/07/2022 00:00,Westmoreland Street,3.1,SOUTH EAST,53.3458207,-6.2591641
10/07/2022 00:00,19/07/2022 00:00,Dame Street,3.1,SOUTH EAST,53.344183,-6.2648142
14/04/2022 00:00,20/07/2022 00:00,Bring Centre Ballyfermot SC,3.1,SOUTH CENTRAL,53.3422507,-6.353559799999999
14/04/2022 00:00,20/07/2022 00:00,Bring Centre Ballyfermot SC,3.1,SOUTH CENTRAL,53.3422507,-6.353559799999999
15/04/2022 00:00,20/07/2022 00:00,Bring Centre Ballyfermot SC,3.1,SOUTH CENTRAL,53.3422507,-6.353559799999999
15/04/2022 00:00,20/07/2022 00:00,Bring Centre Ballyfermot SC,3.1,SOUTH CENTRAL,53.3422507,-6.353559799999999
16/04/2022 00:00,20/07/2022 00:00,Bring Centre Ballyfermot SC,3.1,SOUTH CENTRAL,53.3422507,-6.353559799999999
16/04/2022 00:00,20/07/2022 00:00,Bring Centre Ballyfermot SC,3.1,SOUTH CENTRAL,53.3422507,-6.353559799999999
16/04/2022 00:00,20/07/2022 00:00,Bring Centre Ballyfermot SC,3.1,SOUTH CENTRAL,53.3422507,-6.353559799999999
16/04/2022 00:00,20/07/2022 00:00,Bring Centre Ballyfermot SC,3.1,SOUTH CENTRAL,53.3422507,-6.353559799999999
16/04/2022 00:00,20/07/2022 00:00,Bring Centre Ballyfermot SC,3.1,SOUTH CENTRAL,53.3422507,-6.353559799999999
17/04/2022 00:00,20/07/2022 00:00,Bring Centre Ballyfermot SC,3.1,SOUTH CENTRAL,53.3422507,-6.353559799999999
17/04/2022 00:00,20/07/2022 00:00,Bring Centre Ballyfermot,3.1,SOUTH CENTRAL,53.3422507,-6.353559799999999
18/04/2022 00:00,20/07/2022 00:00,Bring Centre Ballyfermot SC,3.1,SOUTH CENTRAL,53.3422507,-6.353559799999999
18/04/2022 00:00,20/07/2022 00:00,Bring Centre Ballyfermot SC,3.1,SOUTH CENTRAL,53.3422507,-6.353559799999999
18/04/2022 00:00,20/07/2022 00:00,Bring Centre Ballyfermot SC,3.1,SOUTH CENTRAL,53.3422507,-6.353559799999999
18/04/2022 00:00,20/07/2022 00:00,Bring Centre Ballyfermot SC,3.1,SOUTH CENTRAL,53.3422507,-6.353559799999999
19/04/2022 00:00,20/07/2022 00:00,Bring Centre Ballyfermot SC,3.1,SOUTH CENTRAL,53.3422507,-6.353559799999999
04/04/2022 00:00,20/07/2022 00:00,Bring Centre Ballyfermot SC,3.1,SOUTH CENTRAL,53.3422507,-6.353559799999999
08/04/2022 00:00,20/07/2022 00:00,Bring Centre Ballyfermot SC,3.1,SOUTH CENTRAL,53.3422507,-6.353559799999999
08/04/2022 00:00,20/07/2022 00:00,Bring Centre Ballyfermot SC,3.1,SOUTH CENTRAL,53.3422507,-6.353559799999999
09/04/2022 00:00,20/07/2022 00:00,Bring Centre ballyfermot SC,3.1,SOUTH CENTRAL,53.3422507,-6.353559799999999
09/04/2022 00:00,20/07/2022 00:00,`Bring Centre Ballyfermot SC,3.1,SOUTH CENTRAL,53.3422507,-6.353559799999999
09/04/2022 00:00,20/07/2022 00:00,Bring Centre Ballyfermot SC,3.1,SOUTH CENTRAL,53.3422507,-6.353559799999999
10/04/2022 00:00,20/07/2022 00:00,Bring Centre Ballyfermot ,3.1,SOUTH CENTRAL,53.3422507,-6.353559799999999
10/04/2022 00:00,20/07/2022 00:00,Bring Centre Ballyfermot,3.1,SOUTH CENTRAL,53.3422507,-6.353559799999999
10/04/2022 00:00,20/07/2022 00:00,Bring Centre Ballyfermot SC,3.1,SOUTH CENTRAL,53.3422507,-6.353559799999999
10/04/2022 00:00,20/07/2022 00:00,Bring Centre Ballyfermot SC,3.1,SOUTH CENTRAL,53.3422507,-6.353559799999999
10/04/2022 00:00,20/07/2022 00:00,Bring Centre Ballyfermot SC,3.1,SOUTH CENTRAL,53.3422507,-6.353559799999999
11/04/2022 00:00,20/07/2022 00:00,Bring Centre Ballyfermot,3.1,SOUTH CENTRAL,53.3422507,-6.353559799999999
11/04/2022 00:00,20/07/2022 00:00,Bring Centre Ballyfermot,3.1,SOUTH CENTRAL,53.3422507,-6.353559799999999
12/04/2022 00:00,20/07/2022 00:00,Bring Centre Ballyfermot SC,3.1,SOUTH CENTRAL,53.3422507,-6.353559799999999
10/04/2022 00:00,20/07/2022 00:00,Bring Centre Kylemore Park north,3.1,SOUTH CENTRAL,53.3355498,-6.3516223
11/04/2022 00:00,20/07/2022 00:00,Bring Centre Kylemore Park North,3.1,SOUTH CENTRAL,53.3355498,-6.3516223
18/04/2022 00:00,20/07/2022 00:00,Bring Centre Kylemore PaRK nORTH,3.1,SOUTH CENTRAL,53.3355498,-6.3516223
18/04/2022 00:00,20/07/2022 00:00,Bring Centre Kylemore Park North,3.1,SOUTH CENTRAL,53.3355498,-6.3516223
18/04/2022 00:00,20/07/2022 00:00,Bring Centre Kylemore Park North,3.1,SOUTH CENTRAL,53.3355498,-6.3516223
04/04/2022 00:00,20/07/2022 00:00,Bring Centre Sillogue Road,3.1,NORTH CENTRAL,53.3961477,-6.2677538
07/05/2022 00:00,22/07/2022 00:00,Bring Centre Ballyboggan Road,3.1,CENTRAL,53.3757932,-6.2977186
01/05/2022 00:00,22/07/2022 00:00,Bring Centre Ballyboggan Road,3.1,CENTRAL,53.3757932,-6.2977186
06/05/2022 00:00,22/07/2022 00:00,Bring Centre Ballyboggan Road,3.1,CENTRAL,53.3757932,-6.2977186
07/05/2022 00:00,22/07/2022 00:00,Bring Centre Ballyboggan Road,3.1,CENTRAL,53.3757932,-6.2977186
07/05/2022 00:00,22/07/2022 00:00,Bring Centre Ballyboggan Road,3.1,CENTRAL,53.3757932,-6.2977186
12/07/2022 00:00,22/07/2022 00:00,Sean Moore Park,3.1,SOUTH EAST,53.3368817,-6.2156849
15/04/2022 00:00,22/07/2022 00:00,Bring Centre Ballyboggan Road,3.1,CENTRAL,53.3757932,-6.2977186
15/04/2022 00:00,22/07/2022 00:00,Bring Centrew Ballyboggan Road,3.1,CENTRAL,53.3757932,-6.2977186
19/04/2022 00:00,22/07/2022 00:00,Bring Centre Ballyboggan Road,3.1,CENTRAL,53.3757932,-6.2977186
20/04/2022 00:00,22/07/2022 00:00,Bring Centre Ballyboggan Road,3.1,CENTRAL,53.3757932,-6.2977186
20/04/2022 00:00,22/07/2022 00:00,Bring Centre Ballyboggan Road,3.1,CENTRAL,53.3757932,-6.2977186
20/04/2022 00:00,22/07/2022 00:00,Bring Centre Ballyboggan Road,3.1,CENTRAL,53.3757932,-6.2977186
23/04/2022 00:00,22/07/2022 00:00,Bring Centre Ballyboggan Road,3.1,CENTRAL,53.3757932,-6.2977186
26/04/2022 00:00,22/07/2022 00:00,Bring Centre Ballyboggan Road,3.1,CENTRAL,53.3757932,-6.2977186
27/04/2022 00:00,22/07/2022 00:00,Bring Centre Ballyboggan Road,3.1,CENTRAL,53.3757932,-6.2977186
20/07/2022 00:00,22/07/2022 00:00,South William Street,3.1,SOUTH EAST,53.3421854,-6.2625291
14/04/2022 00:00,25/07/2022 00:00,Bring Centre Tonlegee Road,3.1,NORTH CENTRAL,53.3907807,-6.1833268
15/04/2022 00:00,25/07/2022 00:00,Bring Centre Tonlegee Road,3.1,NORTH CENTRAL,53.3907807,-6.1833268
15/04/2022 00:00,25/07/2022 00:00,Bring Centre Tonlegee Road,3.1,NORTH CENTRAL,53.3907807,-6.1833268
15/04/2022 00:00,25/07/2022 00:00,Bring Centre Tonlegee Road,3.1,NORTH CENTRAL,53.3907807,-6.1833268
15/04/2022 00:00,25/07/2022 00:00,Bring Centre Tonlegee Road,3.1,NORTH CENTRAL,53.3907807,-6.1833268
15/04/2022 00:00,25/07/2022 00:00,Bring Centrew Tonlegee Road,3.1,NORTH CENTRAL,53.3907807,-6.1833268
15/04/2022 00:00,25/07/2022 00:00,Bring Centre Tonlegee road,3.1,NORTH CENTRAL,53.3907807,-6.1833268
16/04/2022 00:00,25/07/2022 00:00,Bring Centre Tonlegee Road,3.1,NORTH CENTRAL,53.3907807,-6.1833268
16/04/2022 00:00,25/07/2022 00:00,Bring Centre Tonlegee road,3.1,NORTH CENTRAL,53.3907807,-6.1833268
16/04/2022 00:00,25/07/2022 00:00,Bring Centre Tonlegee Road,3.1,NORTH CENTRAL,53.3907807,-6.1833268
16/04/2022 00:00,25/07/2022 00:00,Bring Centre Tonlegee Road,3.1,NORTH CENTRAL,53.3907807,-6.1833268
19/04/2022 00:00,25/07/2022 00:00,Bring Centre Tonlegee Road,3.1,NORTH CENTRAL,53.3907807,-6.1833268
19/04/2022 00:00,25/07/2022 00:00,Bring Centre Tonlegee Road,3.1,NORTH CENTRAL,53.3907807,-6.1833268
17/04/2022 00:00,25/07/2022 00:00,Bring Centre Sillogue Road,3.1,NORTH WEST,53.3961477,-6.2677538
19/04/2022 00:00,25/07/2022 00:00,Bring Centre Ballyfermot SC,3.1,SOUTH CENTRAL,53.3422507,-6.353559799999999
19/04/2022 00:00,25/07/2022 00:00,Bring Centre Ballyfermot SC,3.1,SOUTH CENTRAL,53.3422507,-6.353559799999999
19/04/2022 00:00,25/07/2022 00:00,Bring Centre Ballyfermot SC,3.1,SOUTH CENTRAL,53.3422507,-6.353559799999999
18/04/2022 00:00,25/07/2022 00:00,Bring Centre Sillogue Road,3.1,NORTH WEST,53.3961477,-6.2677538
12/05/2022 00:00,09/08/2022 00:00,Newtown Avenue,3.1,NORTH CENTRAL,53.3960971,-6.1931274
18/04/2022 00:00,09/08/2022 00:00,Newtown Ave,3.1,NORTH CENTRAL,53.3960971,-6.1931274
25/04/2022 00:00,09/08/2022 00:00,Priorswood,3.1,NORTH CENTRAL,53.3962379,-6.194003899999999
24/04/2022 00:00,09/08/2022 00:00,Kylemore Park,3.1,SOUTH CENTRAL,53.3355498,-6.3516223
08/05/2022 00:00,09/08/2022 00:00,Tonlegee Rd,3.1,NORTH CENTRAL,53.3907807,-6.1833268
10/05/2022 00:00,09/08/2022 00:00,Tonlegee Rd,3.1,NORTH CENTRAL,53.3907807,-6.1833268
16/05/2022 00:00,09/08/2022 00:00,Ballyboggan Rd,3.1,CENTRAL,53.3757932,-6.2977186
16/05/2022 00:00,08/08/2022 00:00,Ballyboggan Rd,3.1,CENTRAL,53.3757932,-6.2977186
20/05/2022 00:00,08/08/2022 00:00,Ballyboggan Rd,3.1,CENTRAL,53.3757932,-6.2977186
03/05/2022 00:00,09/08/2022 00:00,Tonlegee Rd,3.1,NORTH CENTRAL,53.3907807,-6.1833268
03/05/2022 00:00,09/08/2022 00:00,Tonlegee Rd,3.1,NORTH CENTRAL,53.3907807,-6.1833268
03/05/2022 00:00,09/08/2022 00:00,Tesco Ballyfermot,3.1,SOUTH CENTRAL,53.3416958,-6.3531507
04/05/2022 00:00,09/08/2022 00:00,Tesco Ballyfermot,3.1,SOUTH CENTRAL,53.3416958,-6.3531507
28/06/2022 00:00,12/08/2022 00:00,Newtown Ave,3.1,NORTH CENTRAL,53.3960971,-6.1931274
16/06/2022 00:00,12/08/2022 00:00,Newtown Ave,3.1,NORTH CENTRAL,53.3960971,-6.1931274
15/06/2022 00:00,12/08/2022 00:00,Newtown Ave,3.1,NORTH CENTRAL,53.3960971,-6.1931274
15/06/2022 00:00,12/08/2022 00:00,nEWTOWN aVE,3.1,NORTH CENTRAL,53.3960971,-6.1931274
05/06/2022 00:00,12/08/2022 00:00,Newtown Ave,3.1,NORTH CENTRAL,53.3960971,-6.1931274
18/05/2022 00:00,12/08/2022 00:00,Newtown Ave,3.1,NORTH CENTRAL,53.3960971,-6.1931274
03/06/2022 00:00,16/08/2022 00:00,Bring Centre Tonlegee Road,3.1,NORTH CENTRAL,53.3907807,-6.1833268
06/06/2022 00:00,16/08/2022 00:00,Bring Centre Tolegee Road,3.1,NORTH CENTRAL,53.3907807,-6.1833268
04/04/2022 00:00,16/08/2022 00:00,Bring Centre Ballyboggan Road,3.1,CENTRAL,53.3757932,-6.2977186
05/04/2022 00:00,16/08/2022 00:00,Bring Centre Ballyboggan Road,3.1,CENTRAL,53.3757932,-6.2977186
08/04/2022 00:00,16/08/2022 00:00,Bring Centre Ballyboggan Road,3.1,CENTRAL,53.3757932,-6.2977186
10/04/2022 00:00,16/08/2022 00:00,Bring Centre Ballyboggan Road,3.1,CENTRAL,53.3757932,-6.2977186
27/04/2022 00:00,16/08/2022 00:00,Bring Centre Priorswood SC,3.1,NORTH CENTRAL,53.4033593,-6.2072081
27/04/2022 00:00,16/08/2022 00:00,Bring Centrwe Priorswood SC,3.1,NORTH CENTRAL,53.4033593,-6.2072081
28/04/2022 00:00,16/08/2022 00:00,Bring centre Priorswood SC,3.1,NORTH CENTRAL,53.4033593,-6.2072081
28/04/2022 00:00,16/08/2022 00:00,Bring Centre Priorswood SC,3.1,NORTH CENTRAL,53.4033593,-6.2072081
28/04/2022 00:00,16/08/2022 00:00,Bring Centre Priorswood SC,3.1,NORTH CENTRAL,53.4033593,-6.2072081
28/04/2022 00:00,16/08/2022 00:00,Bring Centre Priorswood SC,3.1,NORTH CENTRAL,53.4033593,-6.2072081
29/04/2022 00:00,16/08/2022 00:00,Bring Centre Priorswood SC,3.1,NORTH CENTRAL,53.4033593,-6.2072081
30/04/2022 00:00,16/08/2022 00:00,Bring Centre Priorswood SC,3.1,NORTH CENTRAL,53.4033593,-6.2072081
30/04/2022 00:00,16/08/2022 00:00,Bring Centre Priorswood SC,3.1,NORTH CENTRAL,53.4033593,-6.2072081
30/04/2022 00:00,16/08/2022 00:00,Bring Centre Priorswood SC,3.1,NORTH CENTRAL,53.4033593,-6.2072081
30/04/2022 00:00,16/08/2022 00:00,Bring Centre Priorswood SC,3.1,NORTH CENTRAL,53.4033593,-6.2072081
08/05/2022 00:00,16/08/2022 00:00,Bring Centre Ballymun Library,3.1,NORTH WEST,53.4058608,-6.2777923
09/05/2022 00:00,16/08/2022 00:00,Bring Centre Ballyfermot SC,3.1,SOUTH CENTRAL,53.3422507,-6.353559799999999
10/05/2022 00:00,16/08/2022 00:00,Bring Centre Balyfermot SC,3.1,SOUTH CENTRAL,53.3422507,-6.353559799999999
11/05/2022 00:00,16/08/2022 00:00,Bring Centre Ballyfermot SC,3.1,SOUTH CENTRAL,53.3422507,-6.353559799999999
02/06/2022 00:00,16/08/2022 00:00,Bring Centre Priorswood SC,3.1,NORTH CENTRAL,53.4033593,-6.2072081
04/06/2022 00:00,16/08/2022 00:00,Bring Centre Priorswood SC,3.1,NORTH CENTRAL,53.4033593,-6.2072081
06/06/2022 00:00,16/08/2022 00:00,bRING cENTRE pRIORSWOOD sc,3.1,NORTH CENTRAL,53.4033593,-6.2072081
19/04/2022 00:00,16/08/2022 00:00,bRING cENTRE pRIORSWOOD sc,3.1,NORTH CENTRAL,53.4033593,-6.2072081
20/04/2022 00:00,16/08/2022 00:00,Bring Centre Priorswood SC,3.1,NORTH CENTRAL,53.4033593,-6.2072081
20/04/2022 00:00,16/08/2022 00:00,Bring Centre Priorswood SC,3.1,NORTH CENTRAL,53.4033593,-6.2072081
21/04/2022 00:00,16/08/2022 00:00,Bring Centre Priorswood SC,3.1,NORTH CENTRAL,53.4033593,-6.2072081
20/04/2022 00:00,16/08/2022 00:00,Bring Centre Priorswood SC,3.1,NORTH CENTRAL,53.4033593,-6.2072081
23/04/2022 00:00,16/08/2022 00:00,Bring Centre Priorswood SC,3.1,NORTH CENTRAL,53.4033593,-6.2072081
02/05/2022 00:00,16/08/2022 00:00,Bring Centre Priorswood SC,3.1,NORTH CENTRAL,53.4033593,-6.2072081
02/05/2022 00:00,16/08/2022 00:00,Bring Centre Priorswood SC,3.1,NORTH CENTRAL,53.4033593,-6.2072081
03/05/2022 00:00,16/08/2022 00:00,Bring Centre Priorswood SC,3.1,NORTH CENTRAL,53.4033593,-6.2072081
12/05/2022 00:00,17/08/2022 00:00,Bring Centre Priorswood SC,3.1,NORTH CENTRAL,53.4033593,-6.2072081
14/05/2022 00:00,17/08/2022 00:00,Bring Centre Priorswood SC,3.1,NORTH CENTRAL,53.4033593,-6.2072081
15/05/2022 00:00,17/08/2022 00:00,Bring Centre Priorswood SC,3.1,NORTH CENTRAL,53.4033593,-6.2072081
17/05/2022 00:00,17/08/2022 00:00,Bring Centre Priorswood SC,3.1,NORTH CENTRAL,53.4033593,-6.2072081
06/05/2022 00:00,17/08/2022 00:00,Bring Centre Priorswood SC,3.1,NORTH CENTRAL,53.4033593,-6.2072081
06/05/2022 00:00,17/08/2022 00:00,Bring Centre Priorswood SC,3.1,NORTH CENTRAL,53.4033593,-6.2072081
06/05/2022 00:00,17/08/2022 00:00,Bring Centre Priorswood SC,3.1,NORTH CENTRAL,53.4033593,-6.2072081
07/05/2022 00:00,17/08/2022 00:00,Bring Centre Priorswood SC,3.1,NORTH CENTRAL,53.4033593,-6.2072081
08/05/2022 00:00,17/08/2022 00:00,Bring Centre Priorswood SC,3.1,NORTH CENTRAL,53.4033593,-6.2072081
11/05/2022 00:00,17/08/2022 00:00,Bring Centre Priorswood SC,3.1,NORTH CENTRAL,53.4033593,-6.2072081
11/05/2022 00:00,17/08/2022 00:00,Bring Centre Priorswood SC,3.1,NORTH CENTRAL,53.4033593,-6.2072081
24/05/2022 00:00,17/08/2022 00:00,Bring Centre Ballyboggan Road,3.1,CENTRAL,53.3757932,-6.2977186
24/05/2022 00:00,17/08/2022 00:00,Bring Centre Ballyboggan road,3.1,CENTRAL,53.3757932,-6.2977186
24/05/2022 00:00,17/08/2022 00:00,Bring Centre Ballyboggan Road,3.1,CENTRAL,53.3757932,-6.2977186
27/05/2022 00:00,17/08/2022 00:00,Bring Centre Ballyboggan Road,3.1,CENTRAL,53.3757932,-6.2977186
29/05/2022 00:00,17/08/2022 00:00,bRING cENTRE bALLYBOGGAN rOAD,3.1,CENTRAL,53.3757932,-6.2977186
31/05/2022 00:00,17/08/2022 00:00,Bring Centre Ballyboggan Road,3.1,CENTRAL,53.3757932,-6.2977186
04/06/2022 00:00,17/08/2022 00:00,Bring Centre Ballyboggan Road,3.1,CENTRAL,53.3757932,-6.2977186
10/06/2022 00:00,23/08/2022 00:00,BALLYERMOT SHOPPING CENTRE,3.1,SOUTH CENTRAL,53.3422507,-6.353559799999999
21/06/2022 00:00,23/08/2022 00:00,BALLYBOGGAN ROAD,3.1,CENTRAL,53.3757932,-6.2977186
22/06/2022 00:00,23/08/2022 00:00,ballyboggan road,3.1,CENTRAL,53.3757932,-6.2977186
24/06/2022 00:00,23/08/2022 00:00,ballyboggan road,3.1,CENTRAL,53.3757932,-6.2977186
24/06/2022 00:00,23/08/2022 00:00,ballyboggan road,3.1,CENTRAL,53.3757932,-6.2977186
11/06/2022 00:00,23/08/2022 00:00,kylemore park north,3.1,SOUTH CENTRAL,53.3355498,-6.3516223
02/08/2022 00:00,25/08/2022 00:00,ARMAGH ROAD,3.1,SOUTH EAST,53.3205108,-6.3067696
08/08/2022 00:00,25/08/2022 00:00,TEMPLEOGUE ROAD,27.0,SOUTH EAST,53.3001832,-6.2994613
09/08/2022 00:00,30/08/2022 00:00,COOK STREET,3.1,SOUTH CENTRAL,53.3441679,-6.2740485
