DateOfOffence,Issue_Date,Location,Section_No,AreaName,Latitude,Longitude
08/03/2022 00:00,22/03/2022 00:00,92 Grove Park Dublin 6,6.2,SOUTH EAST,53.3290908,-6.264933000000001
08/03/2022 00:00,22/03/2022 00:00,92 Grove Park . Dublin 6,6.2,SOUTH EAST,53.3290908,-6.264933000000001
10/03/2022 00:00,22/03/2022 00:00,Claddagh Road,3.1,SOUTH CENTRAL,53.3416418,-6.3662768
10/03/2022 00:00,22/03/2022 00:00,Thomas Street,3.1,SOUTH CENTRAL,53.3430729,-6.2804465
30/01/2022 00:00,22/03/2022 00:00,North King Street,3.1,CENTRAL,53.34992,-6.2759712
22/02/2022 00:00,22/03/2022 00:00,Blackditch Road,3.1,SOUTH CENTRAL,53.342079,-6.3646791
08/03/2022 00:00,29/03/2022 00:00,Davitt Road,3.1,SOUTH CENTRAL,53.3353589,-6.3175234
08/03/2022 00:00,29/03/2022 00:00,Meath Street,3.1,SOUTH CENTRAL,53.341312,-6.2786353
08/03/2022 00:00,29/03/2022 00:00,Meath Street,3.1,SOUTH CENTRAL,53.341312,-6.2786353
07/03/2022 00:00,29/03/2022 00:00,Thomas Street,3.1,SOUTH CENTRAL,53.3430729,-6.2804465
25/01/2022 00:00,29/03/2022 00:00,St Johns Terrace Pimlico,3.1,SOUTH CENTRAL,53.3403109,-6.2807465
14/03/2022 00:00,29/03/2022 00:00,Claddagh Road Ballyfermot,3.1,SOUTH CENTRAL,53.3416418,-6.3662768
14/03/2022 00:00,29/03/2022 00:00,Davitt Terrace,3.1,SOUTH CENTRAL,53.3352413,-6.3172166
24/03/2022 00:00,29/03/2022 00:00,Clarendon Street,3.1,SOUTH EAST,53.3419119,-6.2614364
15/03/2022 00:00,29/03/2022 00:00,Meath Street,3.1,SOUTH CENTRAL,53.341312,-6.2786353
16/03/2022 00:00,29/03/2022 00:00,Claddagh Road,3.1,SOUTH CENTRAL,53.3416418,-6.3662768
02/01/2022 00:00,05/04/2022 00:00,Bring Centre Kylemore Park North,3.1,SOUTH CENTRAL,53.3355498,-6.3516223
01/01/2022 00:00,05/04/2022 00:00,Bring Centre Kylemore Park North,3.1,SOUTH CENTRAL,53.3355498,-6.3516223
09/01/2022 00:00,05/04/2022 00:00,Bring Centre Kyleemore Park North,3.1,SOUTH CENTRAL,53.3355498,-6.3516223
05/01/2022 00:00,05/04/2022 00:00,Bring Centre Kylemore Park North,3.1,SOUTH CENTRAL,53.3355498,-6.3516223
28/03/2022 00:00,05/04/2022 00:00,Marrowbone Lane,3.1,SOUTH CENTRAL,53.3400529,-6.2855372
28/03/2022 00:00,05/04/2022 00:00,Bring Centre Marrowbone Lane,3.1,SOUTH CENTRAL,53.3400529,-6.2855372
02/01/2022 00:00,05/04/2022 00:00,Bring Centre Ballyboggan Road,3.1,CENTRAL,53.3757932,-6.2977186
02/01/2022 00:00,05/04/2022 00:00,Bring Centre Ballyboggan Road,3.1,CENTRAL,53.3757932,-6.2977186
01/01/2022 00:00,05/04/2022 00:00,Bring Centre Ballyboggan Road,3.1,CENTRAL,53.3757932,-6.2977186
26/12/2021 00:00,05/04/2022 00:00,Bring Centre Kylemore Park North,3.1,SOUTH CENTRAL,53.3355498,-6.3516223
26/12/2021 00:00,05/04/2022 00:00,Bring Centre Kylemore Park North,3.1,SOUTH CENTRAL,53.3355498,-6.3516223
26/12/2021 00:00,05/04/2022 00:00,Bring Centre Ballyfermot SC,3.1,SOUTH CENTRAL,53.3422507,-6.353559799999999
16/03/2022 00:00,05/04/2022 00:00,Parliament street,3.1,SOUTH EAST,53.3447472,-6.2674131
18/03/2022 00:00,05/04/2022 00:00,Main Temple Bar Strip,3.1,SOUTH EAST,53.3449379,-6.267473100000001
18/03/2022 00:00,05/04/2022 00:00,Grafton Street,3.1,SOUTH EAST,53.3416362,-6.2601859
18/03/2022 00:00,05/04/2022 00:00,South Anne Street,3.1,SOUTH EAST,53.3410931,-6.2593769
18/03/2022 00:00,05/04/2022 00:00,Temple Bar Square,3.1,SOUTH EAST,53.3453518,-6.263281
19/02/2022 00:00,05/04/2022 00:00,DRURY STREET,3.1,SOUTH EAST,53.3422411,-6.2633802
18/03/2022 00:00,05/04/2022 00:00,Fleet Street,3.2,SOUTH EAST,53.345794,-6.2598813
05/03/2022 00:00,05/04/2022 00:00,`Dorset Street,3.1,CENTRAL,53.3594057,-6.2616947
26/03/2022 00:00,05/04/2022 00:00,Crow Street,3.1,SOUTH EAST,53.3444899,-6.2637883
26/03/2022 00:00,05/04/2022 00:00,Temple Lane South,3.1,SOUTH EAST,53.344883,-6.2642579
06/03/2022 00:00,05/04/2022 00:00,Crow Street,3.1,SOUTH EAST,53.3444899,-6.2637883
07/01/2022 00:00,07/04/2022 00:00,O'Devaney Gardens,3.1,CENTRAL,53.3519848,-6.2945891
20/03/2022 00:00,07/04/2022 00:00,Sackville Avenue,3.2,CENTRAL,53.3591578,-6.2471869
01/04/2022 00:00,07/04/2022 00:00,Lissadel road,3.1,SOUTH CENTRAL,53.3284945,-6.312735
28/03/2022 00:00,07/04/2022 00:00,Measth Street,3.1,SOUTH CENTRAL,53.341312,-6.2786353
29/03/2022 00:00,07/04/2022 00:00,Claddagh Road,3.1,SOUTH CENTRAL,53.3416418,-6.3662768
31/03/2022 00:00,07/04/2022 00:00,`Knocknarea Avenue,3.1,SOUTH CENTRAL,53.3299516,-6.3126078
31/03/2022 00:00,07/04/2022 00:00,Francis Street,3.1,SOUTH CENTRAL,53.3411288,-6.2746639
23/03/2022 00:00,07/04/2022 00:00,Forbesv Street,3.1,SOUTH CENTRAL,53.3451061,-6.2381936
10/01/2022 00:00,07/04/2022 00:00,North Dock,3.1,CENTRAL,53.3497493,-6.2306567
29/01/2022 00:00,07/04/2022 00:00,nORTH cIRCULAR rOAD,3.1,CENTRAL,53.3602656,-6.2767753
17/04/2022 00:00,29/04/2022 00:00,"NEWTOWN AVENUE, COOLOCK, DUBLIN 17",3.1,NORTH CENTRAL,53.3960971,-6.1931274
04/04/2022 00:00,04/05/2022 00:00,Benbulbin Road,3.1,SOUTH CENTRAL,53.3334092,-6.3114221
31/03/2022 00:00,04/05/2022 00:00,New Street Gardens,3.1,SOUTH CENTRAL,53.3368133,-6.2723656
14/04/2022 00:00,04/05/2022 00:00,Meath Street,3.1,SOUTH CENTRAL,53.341312,-6.2786353
14/04/2022 00:00,04/05/2022 00:00,South Richmond Street,3.1,SOUTH EAST,53.3312704,-6.2645588
20/04/2022 00:00,04/05/2022 00:00,Benbulbin Road,3.1,SOUTH CENTRAL,53.3334092,-6.3114221
29/03/2022 00:00,04/05/2022 00:00,Enniskerry Road,3.1,CENTRAL,53.3634987,-6.2714614
21/04/2022 00:00,04/05/2022 00:00,Kylemore Way Ballyfermot,3.1,SOUTH CENTRAL,53.3350735,-6.3407043
21/04/2022 00:00,04/05/2022 00:00,Meath Street,3.1,SOUTH CENTRAL,53.341312,-6.2786353
16/01/2022 00:00,04/05/2022 00:00,Bring Centre Kylemore Park North,3.1,SOUTH CENTRAL,53.3355498,-6.3516223
14/04/2022 00:00,04/05/2022 00:00,Thomas Street,3.1,SOUTH CENTRAL,53.3430729,-6.2804465
18/03/2022 00:00,05/05/2022 00:00,Temple Bar Square,3.1,SOUTH EAST,53.3453518,-6.263281
24/01/2022 00:00,05/05/2022 00:00,Bring Centre Kylemore Park North,3.1,SOUTH CENTRAL,53.3355498,-6.3516223
03/04/2022 00:00,23/05/2022 00:00,Bring Centre at Ballyfermot Shopping Centre,3.1,SOUTH CENTRAL,53.3422507,-6.353559799999999
19/03/2022 00:00,23/05/2022 00:00,Bring CentreTesco Ballyfermot ,3.1,SOUTH CENTRAL,53.3422507,-6.353559799999999
20/03/2022 00:00,23/05/2022 00:00,Bring Centre Tesco Ballyfermot,3.1,SOUTH CENTRAL,53.3422507,-6.353559799999999
19/03/2022 00:00,23/05/2022 00:00,Bring Centre Ballyboggan Road,3.1,NORTH WEST,53.3757932,-6.2977186
01/03/2022 00:00,24/05/2022 00:00,Bring Centre Ballyboggan Road,3.1,CENTRAL,53.3757932,-6.2977186
24/02/2022 00:00,24/05/2022 00:00,Bring Centrer Ballymun RoD,3.1,NORTH CENTRAL,53.4058608,-6.2777923
20/02/2022 00:00,24/05/2022 00:00,Bring Centre Ballyboggan Road,3.1,CENTRAL,53.3757932,-6.2977186
30/01/2022 00:00,24/05/2022 00:00,Bring Centre Ballymun Road,3.1,NORTH CENTRAL,53.4058608,-6.2777923
09/03/2022 00:00,24/05/2022 00:00,Bring Centre Tonlegee Road,3.1,NORTH CENTRAL,53.3907807,-6.1833268
14/03/2022 00:00,24/05/2022 00:00,Bring Centre Tonlegee Road,3.1,NORTH CENTRAL,53.3907807,-6.1833268
16/03/2022 00:00,24/05/2022 00:00,Bring Centre Ballyboggan Road,3.1,CENTRAL,53.3757932,-6.2977186
16/03/2022 00:00,24/05/2022 00:00,Bring Centre Ballyboggan Road,3.1,CENTRAL,53.3757932,-6.2977186
17/03/2022 00:00,24/05/2022 00:00,Bring Centre Ballyboggan Road,3.1,CENTRAL,53.3757932,-6.2977186
01/03/2022 00:00,24/05/2022 00:00,Bring Centre Ballymun Road,3.1,NORTH CENTRAL,53.4058608,-6.2777923
05/03/2022 00:00,24/05/2022 00:00,Bring Centre Kylemore Park North,3.1,SOUTH CENTRAL,53.3355498,-6.3516223
01/03/2022 00:00,24/05/2022 00:00,Bring Centre Tonlegee Road,3.1,NORTH CENTRAL,53.3907807,-6.1833268
03/02/2022 00:00,24/05/2022 00:00,Richmond Villas,3.1,SOUTH EAST,53.331075,-6.264691699999999
03/02/2022 00:00,24/05/2022 00:00,Richmond Villas,3.1,SOUTH EAST,53.331075,-6.264691699999999
03/02/2022 00:00,24/05/2022 00:00,St Kevin's Parade,3.1,SOUTH EAST,53.3344409,-6.2737422
21/02/2022 00:00,24/05/2022 00:00,Saint Vincent Street,3.1,SOUTH CENTRAL,53.3375656,-6.3180549
21/02/2022 00:00,24/05/2022 00:00,Herbert Lane,3.1,SOUTH EAST,53.3357506,-6.2444958
17/05/2022 00:00,24/05/2022 00:00,Cork Street,3.1,SOUTH CENTRAL,53.3377381,-6.2847783
10/05/2022 00:00,24/05/2022 00:00,Cherryorchard Court,3.1,SOUTH CENTRAL,53.3353129,-6.3745851
10/05/2022 00:00,24/05/2022 00:00,Earl Street Sth,3.1,SOUTH CENTRAL,53.341519,-6.2801836
09/05/2022 00:00,24/05/2022 00:00,Meath Street,3.1,SOUTH CENTRAL,53.341312,-6.2786353
11/05/2022 00:00,24/05/2022 00:00,Tyrconnell road,3.1,SOUTH CENTRAL,53.3372483,-6.3244177
08/05/2022 00:00,25/05/2022 00:00,Wexford Street,3.1,SOUTH EAST,53.3369861,-6.2656086
08/05/2022 00:00,25/05/2022 00:00,Leeson Street,3.1,SOUTH EAST,53.3340429,-6.2548584
08/05/2022 00:00,25/05/2022 00:00,Cecilia Street,3.1,SOUTH EAST,53.3450245,-6.2637723
08/05/2022 00:00,25/05/2022 00:00,Cecilia Street,3.1,SOUTH EAST,53.3450245,-6.2637723
08/05/2022 00:00,25/05/2022 00:00,Cecilia Street,3.1,SOUTH EAST,53.3450245,-6.2637723
11/05/2022 00:00,25/05/2022 00:00,St. Agnes Road,3.1,SOUTH CENTRAL,53.318399,-6.3151785
03/05/2022 00:00,25/05/2022 00:00,Tyrconnell Road,3.1,SOUTH CENTRAL,53.3372483,-6.3244177
03/05/2022 00:00,25/05/2022 00:00,Meath Street,3.1,SOUTH CENTRAL,53.341312,-6.2786353
04/04/2022 00:00,25/05/2022 00:00,Buckingham Street Lower,3.1,CENTRAL,53.3536982,-6.2494293
04/04/2022 00:00,25/05/2022 00:00,Amiens street,3.1,CENTRAL,53.35202,-6.2496
16/05/2022 00:00,25/05/2022 00:00,Dorset Street,3.1,NORTH CENTRAL,53.3594057,-6.2616947
17/05/2022 00:00,25/05/2022 00:00,Dorset Street,3.1,NORTH CENTRAL,53.3594057,-6.2616947
17/05/2022 00:00,25/05/2022 00:00,Blessington Street,3.1,CENTRAL,53.3566748,-6.2676094
17/05/2022 00:00,25/05/2022 00:00,Blessington Street,3.1,CENTRAL,53.3566748,-6.2676094
17/05/2022 00:00,25/05/2022 00:00,Blessington Street,3.1,CENTRAL,53.3566748,-6.2676094
22/04/2022 00:00,25/05/2022 00:00,Talbot Street,3.1,CENTRAL,53.3508183,-6.2539963
17/05/2022 00:00,25/05/2022 00:00,Blessington Street,3.1,CENTRAL,53.3566748,-6.2676094
13/05/2022 00:00,26/05/2022 00:00,Northumberland Road,3.1,SOUTH EAST,53.3350266,-6.2372996
30/05/2022 00:00,31/05/2022 00:00,Dorset Street,3.1,CENTRAL,53.3594057,-6.2616947
30/05/2022 00:00,31/05/2022 00:00,Dorset Street,3.1,CENTRAL,53.3594057,-6.2616947
27/05/2022 00:00,31/05/2022 00:00,Blessington Street,3.1,CENTRAL,53.3566748,-6.2676094
26/05/2022 00:00,31/05/2022 00:00,Blessington Street,3.1,CENTRAL,53.3566748,-6.2676094
25/05/2022 00:00,31/05/2022 00:00,North King Street,3.1,CENTRAL,53.34992,-6.2759712
25/05/2022 00:00,31/05/2022 00:00,North King Street,3.1,CENTRAL,53.34992,-6.2759712
24/05/2022 00:00,31/05/2022 00:00,Synott row,3.1,CENTRAL,53.3602459,-6.2628511
24/05/2022 00:00,31/05/2022 00:00,Synott Row,3.1,NORTH CENTRAL,53.3602459,-6.2628511
24/05/2022 00:00,31/05/2022 00:00,SYNOTT ROW,3.1,NORTH CENTRAL,53.3602459,-6.2628511
19/05/2022 00:00,31/05/2022 00:00,DORSET sTREET,3.1,NORTH CENTRAL,53.3594057,-6.2616947
19/05/2022 00:00,31/05/2022 00:00,dORSET sTREET,3.1,NORTH CENTRAL,53.3594057,-6.2616947
19/05/2022 00:00,31/05/2022 00:00,Dorset Street,3.1,NORTH CENTRAL,53.3594057,-6.2616947
20/01/2022 00:00,31/05/2022 00:00,Hsnover Street,3.1,CENTRAL,53.3448017,-6.2438756
30/05/2022 00:00,30/05/2022 00:00,Vincent Street,3.1,SOUTH CENTRAL,53.3594408,-6.2706825
12/05/2022 00:00,02/06/2022 00:00,26 Meath Street,3.1,SOUTH CENTRAL,53.3409775,-6.2786406
